locus_tag	ftype	length_bp	gene	EC_number	COG	product
DEOAGECF_00401	CDS	804	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
DEOAGECF_00402	CDS	852				hypothetical protein
DEOAGECF_00403	CDS	771	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
DEOAGECF_00404	CDS	618	sigC		COG1595	ECF RNA polymerase sigma factor SigC
DEOAGECF_00405	CDS	726				hypothetical protein
DEOAGECF_00406	CDS	216				hypothetical protein
DEOAGECF_00407	CDS	606	rosB	2.6.1.114		8-demethyl-8-aminoriboflavin-5'-phosphate synthase
DEOAGECF_00408	CDS	564	dps_1	1.16.-.-	COG0783	DNA protection during starvation protein
DEOAGECF_00409	CDS	165				hypothetical protein
DEOAGECF_00410	CDS	357				hypothetical protein
DEOAGECF_00411	CDS	354				hypothetical protein
DEOAGECF_00412	CDS	927				hypothetical protein
DEOAGECF_00413	CDS	846	sigF_1		COG1191	RNA polymerase sigma factor SigF
DEOAGECF_00414	CDS	1236	ku_1			Non-homologous end joining protein Ku
DEOAGECF_00415	CDS	1122	femX_1	2.3.2.16		Lipid II:glycine glycyltransferase
DEOAGECF_00416	CDS	1305				hypothetical protein
DEOAGECF_00417	CDS	450				hypothetical protein
DEOAGECF_00418	CDS	1626	nfdA_1	3.5.1.91		N-substituted formamide deformylase
DEOAGECF_00419	CDS	699				hypothetical protein
DEOAGECF_00420	CDS	1194				hypothetical protein
DEOAGECF_00421	CDS	570				hypothetical protein
DEOAGECF_00422	CDS	558				hypothetical protein
DEOAGECF_00423	CDS	954				hypothetical protein
DEOAGECF_00424	CDS	273				hypothetical protein
DEOAGECF_00425	CDS	789				hypothetical protein
DEOAGECF_00426	CDS	885				hypothetical protein
DEOAGECF_00427	CDS	1455	arcD		COG0531	Arginine/ornithine antiporter
DEOAGECF_00428	CDS	1263	arcA_1	3.5.3.6	COG2235	Arginine deiminase
DEOAGECF_00429	CDS	279				hypothetical protein
DEOAGECF_00430	CDS	891				hypothetical protein
DEOAGECF_00431	CDS	798				hypothetical protein
DEOAGECF_00432	CDS	474				hypothetical protein
DEOAGECF_00433	CDS	1398	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
DEOAGECF_00434	CDS	408	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
DEOAGECF_00435	CDS	1434	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
DEOAGECF_00436	CDS	744	tcrX_1		COG0745	putative transcriptional regulatory protein TcrX
DEOAGECF_00437	CDS	1362	hmp_1	1.14.12.17		Flavohemoprotein
DEOAGECF_00438	CDS	402				hypothetical protein
DEOAGECF_00439	CDS	717				hypothetical protein
DEOAGECF_00440	CDS	1152	osmV_1	3.6.3.-	COG1125	Osmoprotectant import ATP-binding protein OsmV
DEOAGECF_00441	CDS	705	opuBB_1		COG1174	Choline transport system permease protein OpuBB
DEOAGECF_00442	CDS	666	opuCB		COG1174	Carnitine transport permease protein OpuCB
DEOAGECF_00443	CDS	960	osmX_1		COG1732	Osmoprotectant-binding protein OsmX
DEOAGECF_00444	CDS	612				hypothetical protein
DEOAGECF_00445	CDS	360				hypothetical protein
DEOAGECF_00446	CDS	420			COG2018	Serine protease inhibitor
DEOAGECF_00447	CDS	2553				hypothetical protein
DEOAGECF_00448	CDS	1005				hypothetical protein
DEOAGECF_00449	CDS	459				hypothetical protein
DEOAGECF_00450	CDS	696				hypothetical protein
DEOAGECF_00451	CDS	684				hypothetical protein
DEOAGECF_00452	CDS	648	arpA_1			A-factor receptor protein
DEOAGECF_00453	CDS	1215				hypothetical protein
DEOAGECF_00454	CDS	2181	cyc2			Germacradienol/geosmin synthase
DEOAGECF_00455	CDS	597				hypothetical protein
DEOAGECF_00456	CDS	756	cpdA_1	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
DEOAGECF_00457	CDS	1131	pepE_2	3.4.13.-	COG0006	putative dipeptidase PepE
DEOAGECF_00458	CDS	954				hypothetical protein
DEOAGECF_00459	CDS	1746	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
DEOAGECF_00460	CDS	552				hypothetical protein
DEOAGECF_00461	CDS	1326				hypothetical protein
DEOAGECF_00462	CDS	459	sti_1			subtilase-type protease inhibitor
DEOAGECF_00463	CDS	1404	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
DEOAGECF_00464	CDS	1002	cynR_1			HTH-type transcriptional regulator CynR
DEOAGECF_00465	CDS	2403	treY	5.4.99.15		Maltooligosyl trehalose synthase
DEOAGECF_00466	CDS	2109	glgX_1	3.2.1.-	COG1523	Glycogen operon protein GlgX 
DEOAGECF_00467	CDS	1248				hypothetical protein
DEOAGECF_00468	CDS	723	dinG_2	3.1.-.-		3'-5' exonuclease DinG
DEOAGECF_00469	CDS	864				hypothetical protein
DEOAGECF_00470	CDS	948	melD_1		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
DEOAGECF_00471	CDS	834	dasC_2		COG0395	Diacetylchitobiose uptake system permease protein DasC
DEOAGECF_00472	CDS	1290				hypothetical protein
DEOAGECF_00473	CDS	1203	oleD	2.4.1.-		Oleandomycin glycosyltransferase
DEOAGECF_00474	CDS	2262			COG2409	Heme uptake protein MmpL11
DEOAGECF_00475	CDS	549				hypothetical protein
DEOAGECF_00476	CDS	738	cbiX_1	4.99.1.3	COG2138	Sirohydrochlorin cobaltochelatase
DEOAGECF_00477	CDS	897	cmpB			Bicarbonate transport system permease protein CmpB
DEOAGECF_00478	CDS	795	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
DEOAGECF_00479	CDS	1104	ssuA_1		COG0715	Putative aliphatic sulfonates-binding protein
DEOAGECF_00480	CDS	105				hypothetical protein
DEOAGECF_00481	CDS	1356	cysNC		COG0529	Bifunctional enzyme CysN/CysC
DEOAGECF_00482	CDS	939	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
DEOAGECF_00483	CDS	537	cysC	2.7.1.25		putative adenylyl-sulfate kinase
DEOAGECF_00484	CDS	711	cysH	1.8.4.8	COG0175	putative phosphoadenosine phosphosulfate reductase
DEOAGECF_00485	CDS	180				hypothetical protein
DEOAGECF_00486	CDS	1698	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
DEOAGECF_00487	CDS	573				hypothetical protein
DEOAGECF_00488	CDS	1308				hypothetical protein
DEOAGECF_00489	CDS	1290				hypothetical protein
DEOAGECF_00490	CDS	1644	aidB_1	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
DEOAGECF_00491	CDS	1134				hypothetical protein
DEOAGECF_00492	CDS	897	azoB_1	1.7.-.-		NAD(P)H azoreductase
DEOAGECF_00493	CDS	936			COG3039	IS5 family transposase IS4811
DEOAGECF_00494	CDS	690				hypothetical protein
DEOAGECF_00495	CDS	480				hypothetical protein
DEOAGECF_00496	CDS	663				hypothetical protein
DEOAGECF_00497	CDS	645				hypothetical protein
DEOAGECF_00498	CDS	852				hypothetical protein
DEOAGECF_00499	CDS	915	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DEOAGECF_00500	CDS	351				hypothetical protein
DEOAGECF_00501	CDS	534				hypothetical protein
DEOAGECF_00502	CDS	1065	ccpA_1		COG1609	Catabolite control protein A
DEOAGECF_00503	CDS	345				hypothetical protein
DEOAGECF_00504	CDS	1503		3.1.1.1	COG2272	Carboxylesterase
DEOAGECF_00505	CDS	192				hypothetical protein
DEOAGECF_00506	CDS	786				hypothetical protein
DEOAGECF_00507	CDS	441				hypothetical protein
DEOAGECF_00508	CDS	1356		3.4.16.-	COG2027	Carboxypeptidase
DEOAGECF_00509	CDS	669				hypothetical protein
DEOAGECF_00510	CDS	1347				hypothetical protein
DEOAGECF_00511	CDS	1002				hypothetical protein
DEOAGECF_00512	CDS	555				hypothetical protein
DEOAGECF_00513	CDS	933				hypothetical protein
DEOAGECF_00514	CDS	909	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
DEOAGECF_00515	CDS	840				hypothetical protein
DEOAGECF_00516	CDS	1167				hypothetical protein
DEOAGECF_00517	CDS	660	lnrK_2		COG2197	Transcriptional regulatory protein LnrK
DEOAGECF_00518	CDS	1077		3.2.1.55		Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
DEOAGECF_00519	CDS	474				hypothetical protein
DEOAGECF_00520	CDS	756			COG2513	putative protein
DEOAGECF_00521	CDS	591				hypothetical protein
DEOAGECF_00522	CDS	1710				hypothetical protein
DEOAGECF_00523	CDS	525				hypothetical protein
DEOAGECF_00524	CDS	1263	entS_1			Enterobactin exporter EntS
DEOAGECF_00525	CDS	1257	xyoA	1.1.3.41	COG0277	putative xylitol oxidase
DEOAGECF_00526	CDS	1320				hypothetical protein
DEOAGECF_00527	CDS	1101	rsgA_1	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
DEOAGECF_00528	CDS	1416	alkA_1		COG0122	putative bifunctional transcriptional activator/DNA repair enzyme AlkA
DEOAGECF_00529	CDS	609	ogt_1	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
DEOAGECF_00530	CDS	489				hypothetical protein
DEOAGECF_00531	CDS	1053				hypothetical protein
DEOAGECF_00532	CDS	1347				hypothetical protein
DEOAGECF_00533	CDS	1743	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
DEOAGECF_00534	CDS	399				hypothetical protein
DEOAGECF_00535	CDS	1059				hypothetical protein
DEOAGECF_00536	CDS	846				hypothetical protein
DEOAGECF_00537	CDS	966				hypothetical protein
DEOAGECF_00538	CDS	2340	secDF		COG0341	Protein translocase subunit SecDF
DEOAGECF_00539	CDS	537				hypothetical protein
DEOAGECF_00540	CDS	729	nreC_1		COG2197	Oxygen regulatory protein NreC
DEOAGECF_00541	CDS	957				hypothetical protein
DEOAGECF_00542	CDS	327	dksA_1			RNA polymerase-binding transcription factor DksA
DEOAGECF_00543	CDS	369				hypothetical protein
DEOAGECF_00544	CDS	825	mreB_1			Cell shape-determining protein MreB
DEOAGECF_00545	CDS	639				hypothetical protein
DEOAGECF_00546	CDS	798				hypothetical protein
DEOAGECF_00547	CDS	1686				hypothetical protein
DEOAGECF_00548	CDS	2085	tkt_1	2.2.1.1	COG0021	Transketolase
DEOAGECF_00549	CDS	1146	tal_3	2.2.1.2	COG0176	Transaldolase
DEOAGECF_00550	CDS	1770	zwf2_1	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 2
DEOAGECF_00551	CDS	936				hypothetical protein
DEOAGECF_00552	CDS	1659	pgi_1	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
DEOAGECF_00553	CDS	882		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
DEOAGECF_00554	CDS	1461				hypothetical protein
DEOAGECF_00555	CDS	1797				hypothetical protein
DEOAGECF_00556	CDS	879	aroE_1	1.1.1.-	COG0169	Quinate/shikimate dehydrogenase (NAD(+))
DEOAGECF_00557	CDS	666	nicS			HTH-type transcriptional repressor NicS
DEOAGECF_00558	CDS	1359	proP_1			Proline/betaine transporter
DEOAGECF_00559	CDS	609			COG1309	putative HTH-type transcriptional regulator
DEOAGECF_00560	CDS	885	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
DEOAGECF_00561	CDS	1230			COG1680	putative protein
DEOAGECF_00562	CDS	666	ribBA_1		COG0108	Riboflavin biosynthesis protein RibBA
DEOAGECF_00563	CDS	759	mftE	3.5.-.-	COG1402	Putative mycofactocin system creatinine amidohydrolase family protein MftE
DEOAGECF_00564	CDS	1431				hypothetical protein
DEOAGECF_00565	CDS	1260				hypothetical protein
DEOAGECF_00566	CDS	1098	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DEOAGECF_00567	CDS	423				hypothetical protein
DEOAGECF_00568	CDS	987				hypothetical protein
DEOAGECF_00569	CDS	789				hypothetical protein
DEOAGECF_00570	CDS	1236	mdtH_1			Multidrug resistance protein MdtH
DEOAGECF_00571	CDS	1791				hypothetical protein
DEOAGECF_00572	CDS	1602	nikA_1		COG0747	Nickel-binding protein NikA
DEOAGECF_00573	CDS	516				hypothetical protein
DEOAGECF_00574	CDS	1770				hypothetical protein
DEOAGECF_00575	CDS	93				hypothetical protein
DEOAGECF_00576	CDS	573	algU_1		COG1595	RNA polymerase sigma-H factor
DEOAGECF_00577	CDS	378				hypothetical protein
DEOAGECF_00578	CDS	1134				hypothetical protein
DEOAGECF_00579	CDS	330				hypothetical protein
DEOAGECF_00580	CDS	1020				hypothetical protein
DEOAGECF_00581	CDS	1641				hypothetical protein
DEOAGECF_00582	CDS	519				hypothetical protein
DEOAGECF_00583	CDS	1437				hypothetical protein
DEOAGECF_00584	CDS	1470				hypothetical protein
DEOAGECF_00585	CDS	1125	yehL_1		COG0714	putative protein YehL
DEOAGECF_00586	CDS	2931				hypothetical protein
DEOAGECF_00587	CDS	234				hypothetical protein
DEOAGECF_00588	CDS	2046	fusA_1		COG0480	Elongation factor G
DEOAGECF_00589	tRNA	86				tRNA-Leu(gag)
DEOAGECF_00590	CDS	1359			COG4325	putative protein
DEOAGECF_00591	CDS	1581	betB_1	1.2.1.8		NAD/NADP-dependent betaine aldehyde dehydrogenase
DEOAGECF_00592	CDS	903	sucD_1	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
DEOAGECF_00593	CDS	1131	sucC_1	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
DEOAGECF_00594	CDS	1683	ilvG_1	2.2.1.6	COG0028	Acetolactate synthase large subunit IlvG
DEOAGECF_00595	CDS	1233	frc_1	2.8.3.16	COG1804	Formyl-CoA:oxalate CoA-transferase
DEOAGECF_00596	CDS	2145				hypothetical protein
DEOAGECF_00597	CDS	1380	oxlT			Oxalate:formate antiporter
DEOAGECF_00598	CDS	1221				hypothetical protein
DEOAGECF_00599	CDS	1416				hypothetical protein
DEOAGECF_00600	CDS	1224				hypothetical protein
DEOAGECF_00601	CDS	849				hypothetical protein
DEOAGECF_00602	CDS	672				hypothetical protein
DEOAGECF_00603	CDS	981				hypothetical protein
DEOAGECF_00604	CDS	1125				hypothetical protein
DEOAGECF_00605	CDS	1296				hypothetical protein
DEOAGECF_00606	CDS	3705				hypothetical protein
DEOAGECF_00607	CDS	999				hypothetical protein
DEOAGECF_00608	CDS	1296	iolG_2	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
DEOAGECF_00609	CDS	1044	ytfQ			ABC transporter periplasmic-binding protein YtfQ
DEOAGECF_00610	CDS	1020	rbsC		COG1172	Ribose import permease protein RbsC
DEOAGECF_00611	CDS	1518	araG	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
DEOAGECF_00612	CDS	1191	glcK	2.7.1.2	COG1940	Glucokinase
DEOAGECF_00613	CDS	678	mcbR_1		COG1802	HTH-type transcriptional regulator McbR
DEOAGECF_00614	CDS	951	fabH_1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
DEOAGECF_00615	CDS	144				hypothetical protein
DEOAGECF_00616	CDS	1341	yhjX			putative MFS-type transporter YhjX
DEOAGECF_00617	CDS	972		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
DEOAGECF_00618	CDS	1923	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
DEOAGECF_00619	CDS	1932	rsxC	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
DEOAGECF_00620	CDS	861	sfrA	1.-.-.-	COG3383	NADPH-Fe(3+) oxidoreductase subunit alpha
DEOAGECF_00621	CDS	849	fdhD_1		COG1526	Sulfur carrier protein FdhD
DEOAGECF_00622	CDS	1875				hypothetical protein
DEOAGECF_00623	CDS	1059				hypothetical protein
DEOAGECF_00624	CDS	885	hdfR_1			HTH-type transcriptional regulator HdfR
DEOAGECF_00625	CDS	777		2.5.1.68	COG0020	(2Z,6E)-farnesyl diphosphate synthase
DEOAGECF_00626	tRNA	74				tRNA-Ala(tgc)
DEOAGECF_00627	CDS	549				hypothetical protein
DEOAGECF_00628	CDS	1686	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
DEOAGECF_00629	CDS	1371				hypothetical protein
DEOAGECF_00630	CDS	129				hypothetical protein
DEOAGECF_00631	CDS	375				hypothetical protein
DEOAGECF_00632	CDS	795				hypothetical protein
DEOAGECF_00633	CDS	978				hypothetical protein
DEOAGECF_00634	CDS	195	subB_1			Ferredoxin-2
DEOAGECF_00635	CDS	4014				hypothetical protein
DEOAGECF_00636	CDS	354				hypothetical protein
DEOAGECF_00637	tRNA	77				tRNA-Ile(gat)
DEOAGECF_00638	CDS	723				hypothetical protein
DEOAGECF_00639	CDS	2595	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
DEOAGECF_00640	CDS	2085	gyrBR	5.6.2.2		DNA gyrase subunit B, novobiocin-resistant
DEOAGECF_00641	CDS	573				hypothetical protein
DEOAGECF_00642	CDS	1122	recF		COG1195	DNA replication and repair protein RecF
DEOAGECF_00643	CDS	876		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
DEOAGECF_00644	CDS	1248	griR			Beta sliding clamp GriR
DEOAGECF_00645	CDS	3384				hypothetical protein
DEOAGECF_00646	CDS	2253				hypothetical protein
DEOAGECF_00647	CDS	1020	ddpF_1		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
DEOAGECF_00648	CDS	1980	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DEOAGECF_00649	CDS	951	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
DEOAGECF_00650	CDS	573				hypothetical protein
DEOAGECF_00651	CDS	540	nanE	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
DEOAGECF_00652	CDS	1446	gap2_1	1.2.1.-		Glyceraldehyde-3-phosphate dehydrogenase-like protein
DEOAGECF_00653	CDS	402				hypothetical protein
DEOAGECF_00654	CDS	432				hypothetical protein
DEOAGECF_00655	CDS	837	uppP_1	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
DEOAGECF_00656	CDS	1059				hypothetical protein
DEOAGECF_00657	CDS	933	glsA	3.5.1.2	COG2066	Thermolabile glutaminase
DEOAGECF_00658	CDS	1146				hypothetical protein
DEOAGECF_00659	CDS	1140	rho_1	3.6.4.-		Transcription termination factor Rho
DEOAGECF_00660	CDS	411				hypothetical protein
DEOAGECF_00661	CDS	588				hypothetical protein
DEOAGECF_00662	CDS	726	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
DEOAGECF_00663	CDS	744	fadR			Fatty acid metabolism regulator protein
DEOAGECF_00664	CDS	969	axeA	3.1.1.41	COG3458	Cephalosporin-C deacetylase
DEOAGECF_00665	CDS	588				hypothetical protein
DEOAGECF_00666	CDS	777	hmp_2	1.14.15.30	COG1018	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
DEOAGECF_00667	CDS	606	msrP_1	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
DEOAGECF_00668	CDS	495				hypothetical protein
DEOAGECF_00669	CDS	1077				hypothetical protein
DEOAGECF_00670	CDS	834	prmC_2	2.1.1.297		Release factor glutamine methyltransferase
DEOAGECF_00671	CDS	2103				hypothetical protein
DEOAGECF_00672	CDS	876				hypothetical protein
DEOAGECF_00673	CDS	369				hypothetical protein
DEOAGECF_00674	tRNA	92				tRNA-Arg(tct)
DEOAGECF_00675	CDS	555				hypothetical protein
DEOAGECF_00676	CDS	552				hypothetical protein
DEOAGECF_00677	CDS	1020				hypothetical protein
DEOAGECF_00678	CDS	843				hypothetical protein
DEOAGECF_00679	CDS	411				hypothetical protein
DEOAGECF_00680	CDS	600	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
DEOAGECF_00681	CDS	993	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
DEOAGECF_00682	CDS	597				hypothetical protein
DEOAGECF_00683	CDS	1314				hypothetical protein
DEOAGECF_00684	CDS	321				hypothetical protein
DEOAGECF_00685	CDS	1638	rep_3	3.6.4.12		ATP-dependent DNA helicase Rep
DEOAGECF_00686	CDS	945				hypothetical protein
DEOAGECF_00687	CDS	900				hypothetical protein
DEOAGECF_00688	CDS	453				hypothetical protein
DEOAGECF_00689	CDS	111				hypothetical protein
DEOAGECF_00690	CDS	1344	gudD_1	4.2.1.40		Glucarate dehydratase
DEOAGECF_00691	CDS	936		4.2.1.41	COG0329	putative 5-dehydro-4-deoxyglucarate dehydratase
DEOAGECF_00692	CDS	1794	uidA	3.2.1.31	COG3250	Beta-glucuronidase
DEOAGECF_00693	CDS	2358		3.2.1.-		Beta-xylosidase
DEOAGECF_00694	CDS	1359				hypothetical protein
DEOAGECF_00695	CDS	1197	bglA_1	3.2.1.21	COG2723	Beta-glucosidase A
DEOAGECF_00696	CDS	852	gsiA_1	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
DEOAGECF_00697	CDS	1830	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DEOAGECF_00698	CDS	942	nikB		COG0601	Nickel transport system permease protein NikB
DEOAGECF_00699	CDS	1554	gsiB_1		COG0747	Glutathione-binding protein GsiB
DEOAGECF_00700	CDS	606				hypothetical protein
DEOAGECF_00701	CDS	2016				hypothetical protein
DEOAGECF_00702	CDS	654				hypothetical protein
DEOAGECF_00703	CDS	882	fadJ_1	5.1.2.3		Fatty acid oxidation complex subunit alpha
DEOAGECF_00704	CDS	1026	frc_2	2.8.3.16		Formyl-CoA:oxalate CoA-transferase
DEOAGECF_00705	CDS	1245				hypothetical protein
DEOAGECF_00706	CDS	771	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DEOAGECF_00707	CDS	1149	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
DEOAGECF_00708	CDS	1137	fadA_1	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadA
DEOAGECF_00709	CDS	813	paaG_1	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
DEOAGECF_00710	CDS	1188	yfdE_1	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
DEOAGECF_00711	CDS	1587	fadD3_1	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
DEOAGECF_00712	CDS	1149		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
DEOAGECF_00713	CDS	1032				hypothetical protein
DEOAGECF_00714	CDS	801	menB_1	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
DEOAGECF_00715	CDS	768	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
DEOAGECF_00716	CDS	768	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DEOAGECF_00717	CDS	1167		1.3.99.-	COG1960	Acyl-CoA dehydrogenase fadE12
DEOAGECF_00718	CDS	792				hypothetical protein
DEOAGECF_00719	CDS	855				hypothetical protein
DEOAGECF_00720	CDS	1158		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
DEOAGECF_00721	CDS	792				Putative enoyl-CoA hydratase EchA13
DEOAGECF_00722	CDS	1110				hypothetical protein
DEOAGECF_00723	CDS	522				hypothetical protein
DEOAGECF_00724	CDS	714	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DEOAGECF_00725	CDS	807	sdpA	1.14.11.43		(S)-phenoxypropionate/alpha-ketoglutarate-dioxygenase
DEOAGECF_00726	CDS	732		1.-.-.-		putative oxidoreductase
DEOAGECF_00727	CDS	1467	ald_1	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
DEOAGECF_00728	CDS	1206	fldA	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
DEOAGECF_00729	CDS	1383				hypothetical protein
DEOAGECF_00730	CDS	192				hypothetical protein
DEOAGECF_00731	CDS	1368	cinA_1	1.14.14.133		1,8-cineole 2-endo-monooxygenase
DEOAGECF_00732	CDS	1671				hypothetical protein
DEOAGECF_00733	CDS	915				hypothetical protein
DEOAGECF_00734	CDS	501				hypothetical protein
DEOAGECF_00735	CDS	825	garR_1	1.1.1.60		2-hydroxy-3-oxopropionate reductase
DEOAGECF_00736	CDS	600				hypothetical protein
DEOAGECF_00737	CDS	867	mmsB	1.1.1.31	COG2084	3-hydroxyisobutyrate dehydrogenase
DEOAGECF_00738	CDS	372				hypothetical protein
DEOAGECF_00739	CDS	801	garR_2	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
DEOAGECF_00740	CDS	1266	hutI_1	3.5.2.7		Imidazolonepropionase
DEOAGECF_00741	CDS	1605	alkJ_1	1.1.99.-		Alcohol dehydrogenase [acceptor]
