locus_tag	ftype	length_bp	gene	EC_number	COG	product
MMFJJJCJ_00392	CDS	1662	alsS	2.2.1.6	COG0028	Acetolactate synthase
MMFJJJCJ_00393	CDS	1020		1.-.-.-		Putative coenzyme F420-dependent oxidoreductase
MMFJJJCJ_00394	CDS	201				hypothetical protein
MMFJJJCJ_00395	CDS	843				hypothetical protein
MMFJJJCJ_00396	CDS	522				hypothetical protein
MMFJJJCJ_00397	CDS	621	betI_2			HTH-type transcriptional regulator BetI
MMFJJJCJ_00398	CDS	2049			COG1239	putative protein
MMFJJJCJ_00399	CDS	603	cobO	2.5.1.17		Corrinoid adenosyltransferase
MMFJJJCJ_00400	CDS	1317	cobB_1	6.3.5.9	COG1797	Hydrogenobyrinate a,c-diamide synthase
MMFJJJCJ_00401	CDS	1296				hypothetical protein
MMFJJJCJ_00402	CDS	801	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
MMFJJJCJ_00403	CDS	1221	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
MMFJJJCJ_00404	CDS	1284	cbiET		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
MMFJJJCJ_00405	CDS	1701	cysG_1	4.99.1.4		Siroheme synthase
MMFJJJCJ_00406	CDS	174	napF			Ferredoxin-type protein NapF
MMFJJJCJ_00407	CDS	597	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
MMFJJJCJ_00408	CDS	939	cbiX_1	4.99.1.3		Sirohydrochlorin cobaltochelatase
MMFJJJCJ_00409	CDS	1038		2.6.1.-	COG0079	putative aminotransferase
MMFJJJCJ_00410	CDS	1782	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
MMFJJJCJ_00411	CDS	1239	cysG_2	4.99.1.4		Siroheme synthase
MMFJJJCJ_00412	CDS	1923				hypothetical protein
MMFJJJCJ_00413	CDS	1728				hypothetical protein
MMFJJJCJ_00414	CDS	477	ssb1		COG0629	Single-stranded DNA-binding protein 1
MMFJJJCJ_00415	CDS	393				hypothetical protein
MMFJJJCJ_00416	CDS	639				hypothetical protein
MMFJJJCJ_00417	CDS	2079				hypothetical protein
MMFJJJCJ_00418	CDS	1290				hypothetical protein
MMFJJJCJ_00419	CDS	1665	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
MMFJJJCJ_00420	CDS	1623				hypothetical protein
MMFJJJCJ_00421	CDS	417			COG2018	Serine protease inhibitor
MMFJJJCJ_00422	CDS	366				hypothetical protein
MMFJJJCJ_00423	CDS	612				hypothetical protein
MMFJJJCJ_00424	CDS	1239	pksS_1	1.14.-.-	COG2124	Polyketide biosynthesis cytochrome P450 PksS
MMFJJJCJ_00425	CDS	516				hypothetical protein
MMFJJJCJ_00426	CDS	408				hypothetical protein
MMFJJJCJ_00427	CDS	1221	cypX	1.14.15.13	COG2124	Pulcherriminic acid synthase
MMFJJJCJ_00428	CDS	444				hypothetical protein
MMFJJJCJ_00429	CDS	222				hypothetical protein
MMFJJJCJ_00430	CDS	1416	ptp	3.4.11.-		Prolyl tri/tetrapeptidyl aminopeptidase
MMFJJJCJ_00431	CDS	936				hypothetical protein
MMFJJJCJ_00432	CDS	747	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
MMFJJJCJ_00433	CDS	1566	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase
MMFJJJCJ_00434	CDS	384	glbO		COG2346	Group 2 truncated hemoglobin GlbO
MMFJJJCJ_00435	CDS	1011				hypothetical protein
MMFJJJCJ_00436	CDS	411				hypothetical protein
MMFJJJCJ_00437	CDS	1650				hypothetical protein
MMFJJJCJ_00438	CDS	624				hypothetical protein
MMFJJJCJ_00439	CDS	831	azoB_2	1.7.-.-		NAD(P)H azoreductase
MMFJJJCJ_00440	CDS	798	MENG	2.1.1.329		2-phytyl-1,4-beta-naphthoquinone methyltransferase, chloroplastic
MMFJJJCJ_00441	CDS	2085		3.4.21.26		Prolyl endopeptidase
MMFJJJCJ_00442	CDS	765				hypothetical protein
MMFJJJCJ_00443	CDS	510				hypothetical protein
MMFJJJCJ_00444	CDS	348				hypothetical protein
MMFJJJCJ_00445	CDS	1854	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
MMFJJJCJ_00446	CDS	183				hypothetical protein
MMFJJJCJ_00447	CDS	786				hypothetical protein
MMFJJJCJ_00448	CDS	1428	aam_1	3.5.1.13	COG0154	Acylamidase
MMFJJJCJ_00449	CDS	2127	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
MMFJJJCJ_00450	CDS	1005				hypothetical protein
MMFJJJCJ_00451	CDS	2538	pepN_1	3.4.11.2		Aminopeptidase N
MMFJJJCJ_00452	CDS	615				Thioredoxin-like reductase
MMFJJJCJ_00453	CDS	702	cbiM			Cobalt transport protein CbiM
MMFJJJCJ_00454	CDS	321				hypothetical protein
MMFJJJCJ_00455	CDS	765	ecfT			Energy-coupling factor transporter transmembrane protein EcfT
MMFJJJCJ_00456	CDS	756	cbiO	3.6.3.-	COG1122	Cobalt import ATP-binding protein CbiO
MMFJJJCJ_00457	CDS	936				hypothetical protein
MMFJJJCJ_00458	CDS	486	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
MMFJJJCJ_00459	CDS	216				hypothetical protein
MMFJJJCJ_00460	CDS	1128				hypothetical protein
MMFJJJCJ_00461	CDS	1272	pknD_6	2.7.11.1		Serine/threonine-protein kinase PknD
MMFJJJCJ_00462	CDS	1362	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
MMFJJJCJ_00463	CDS	1434	aam_2	3.5.1.13	COG0154	Acylamidase
MMFJJJCJ_00464	CDS	1521	accD3	6.4.1.2	COG0777	Putative acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
MMFJJJCJ_00465	CDS	1428	safD	1.2.1.73	COG1012	Sulfoacetaldehyde dehydrogenase
MMFJJJCJ_00466	CDS	459	pucR_1		COG2508	Purine catabolism regulatory protein
MMFJJJCJ_00467	CDS	609		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
MMFJJJCJ_00468	CDS	720	rph	2.7.7.56	COG0689	Ribonuclease PH
MMFJJJCJ_00469	CDS	750			COG1234	putative protein
MMFJJJCJ_00470	CDS	813	murI	5.1.1.3	COG0796	Glutamate racemase
MMFJJJCJ_00471	CDS	807				putative protein
MMFJJJCJ_00472	CDS	948	cysM	2.5.1.113	COG0031	O-phosphoserine sulfhydrylase
MMFJJJCJ_00473	CDS	273	cysO_1		COG1977	Sulfur carrier protein CysO
MMFJJJCJ_00474	CDS	123				hypothetical protein
MMFJJJCJ_00475	CDS	420	mec	3.13.1.6	COG1310	CysO-cysteine peptidase
MMFJJJCJ_00476	CDS	543				putative protein
MMFJJJCJ_00477	CDS	297	clpS			ATP-dependent Clp protease adapter protein ClpS
MMFJJJCJ_00478	CDS	1359	pncB1	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB1
MMFJJJCJ_00479	CDS	576	pncA	3.5.1.19	COG1335	Nicotinamidase/pyrazinamidase
MMFJJJCJ_00480	CDS	507		2.7.1.12	COG3265	Gluconokinase
MMFJJJCJ_00481	CDS	1749				hypothetical protein
MMFJJJCJ_00482	CDS	978				hypothetical protein
MMFJJJCJ_00483	CDS	267				hypothetical protein
MMFJJJCJ_00484	CDS	576				hypothetical protein
MMFJJJCJ_00485	CDS	756				hypothetical protein
MMFJJJCJ_00486	CDS	1404		1.1.1.38		NAD-dependent malic enzyme
MMFJJJCJ_00487	CDS	615	cmk_1	2.7.4.25		Cytidylate kinase
MMFJJJCJ_00488	CDS	951			COG3118	putative protein
MMFJJJCJ_00489	CDS	747				hypothetical protein
MMFJJJCJ_00490	CDS	1320				hypothetical protein
MMFJJJCJ_00491	CDS	315				hypothetical protein
MMFJJJCJ_00492	CDS	678				hypothetical protein
MMFJJJCJ_00493	CDS	1191		2.3.1.9	COG0183	putative acetyl-CoA acetyltransferase
MMFJJJCJ_00494	CDS	438	epi	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
MMFJJJCJ_00495	CDS	1362				hypothetical protein
MMFJJJCJ_00496	CDS	1383				hypothetical protein
MMFJJJCJ_00497	CDS	792	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
MMFJJJCJ_00498	CDS	294				hypothetical protein
MMFJJJCJ_00499	CDS	1674	fadJ	5.1.2.3		Fatty acid oxidation complex subunit alpha
MMFJJJCJ_00500	CDS	987	luxA_1	1.14.14.3	COG2141	Alkanal monooxygenase alpha chain
MMFJJJCJ_00501	CDS	387				hypothetical protein
MMFJJJCJ_00502	CDS	180				hypothetical protein
MMFJJJCJ_00503	CDS	450				hypothetical protein
MMFJJJCJ_00504	CDS	681	nucS	3.1.-.-	COG1637	Endonuclease NucS
MMFJJJCJ_00505	CDS	585				putative HTH-type transcriptional regulator
MMFJJJCJ_00506	CDS	792	rip2		COG1994	Putative zinc metalloprotease Rip2
MMFJJJCJ_00507	CDS	618	rutR		COG1309	HTH-type transcriptional regulator RutR
MMFJJJCJ_00508	CDS	813	azoB_3	1.7.-.-		NAD(P)H azoreductase
MMFJJJCJ_00509	CDS	531				hypothetical protein
MMFJJJCJ_00510	CDS	558				hypothetical protein
MMFJJJCJ_00511	CDS	1335		1.13.11.-	COG3670	Carotenoid cleavage oxygenase
MMFJJJCJ_00512	CDS	1500	ald_1	1.2.99.10		4,4'-diapolycopene aldehyde oxidase
MMFJJJCJ_00513	CDS	105				hypothetical protein
MMFJJJCJ_00514	CDS	1569	alkJ_1	1.1.99.-		Alcohol dehydrogenase [acceptor]
MMFJJJCJ_00515	CDS	603		2.5.1.17	COG2096	Corrinoid adenosyltransferase
MMFJJJCJ_00516	CDS	984				hypothetical protein
MMFJJJCJ_00517	CDS	471				hypothetical protein
MMFJJJCJ_00518	CDS	387	atpC			ATP synthase epsilon chain
MMFJJJCJ_00519	CDS	1431	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
MMFJJJCJ_00520	CDS	897	atpG			ATP synthase gamma chain
MMFJJJCJ_00521	CDS	1638	atpA	7.1.2.2		ATP synthase subunit alpha
MMFJJJCJ_00522	CDS	819	atpH_1			ATP synthase subunit delta
MMFJJJCJ_00523	CDS	561	atpF		COG0711	ATP synthase subunit b
MMFJJJCJ_00524	CDS	240	atpH_2			ATP synthase subunit c
MMFJJJCJ_00525	CDS	801	atpB		COG0356	ATP synthase subunit a
MMFJJJCJ_00526	CDS	225				hypothetical protein
MMFJJJCJ_00527	CDS	420				hypothetical protein
MMFJJJCJ_00528	CDS	1158	wecA	2.7.8.35	COG0472	Decaprenyl-phosphate N-acetylglucosaminephosphotransferase
MMFJJJCJ_00529	CDS	1026				hypothetical protein
MMFJJJCJ_00530	CDS	2310				hypothetical protein
MMFJJJCJ_00531	CDS	432				hypothetical protein
MMFJJJCJ_00532	CDS	753		2.7.7.87	COG0009	Putative threonylcarbamoyl-AMP synthase
MMFJJJCJ_00533	CDS	861	prmC_2	2.1.1.297	COG2890	Release factor glutamine methyltransferase
MMFJJJCJ_00534	CDS	1068	prfA		COG0216	Peptide chain release factor 1
MMFJJJCJ_00535	CDS	219	rpmE		COG0254	50S ribosomal protein L31
MMFJJJCJ_00536	CDS	648	nreC_1		COG2197	Oxygen regulatory protein NreC
MMFJJJCJ_00537	CDS	786				hypothetical protein
MMFJJJCJ_00538	CDS	1332				hypothetical protein
MMFJJJCJ_00539	CDS	2067	rho_1	3.6.4.-		Transcription termination factor Rho
MMFJJJCJ_00540	CDS	984	thrB	2.7.1.39	COG0083	Homoserine kinase
MMFJJJCJ_00541	CDS	1068	thrC_1	4.2.3.1	COG0498	Threonine synthase
MMFJJJCJ_00542	CDS	1320	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
MMFJJJCJ_00543	CDS	1392	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
MMFJJJCJ_00544	CDS	243	argS_1	6.1.1.19	COG0018	Arginine--tRNA ligase
MMFJJJCJ_00545	CDS	420	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
MMFJJJCJ_00546	tRNA	74				tRNA-Arg(ccg)
MMFJJJCJ_00547	CDS	234				hypothetical protein
MMFJJJCJ_00548	CDS	483				hypothetical protein
MMFJJJCJ_00549	CDS	558				hypothetical protein
MMFJJJCJ_00550	CDS	420				hypothetical protein
MMFJJJCJ_00551	CDS	645				hypothetical protein
MMFJJJCJ_00552	CDS	501				hypothetical protein
MMFJJJCJ_00553	CDS	1038				hypothetical protein
MMFJJJCJ_00554	CDS	144				hypothetical protein
MMFJJJCJ_00555	CDS	273				hypothetical protein
MMFJJJCJ_00556	CDS	450				hypothetical protein
MMFJJJCJ_00557	CDS	1098				hypothetical protein
MMFJJJCJ_00558	CDS	294				hypothetical protein
MMFJJJCJ_00559	CDS	765				hypothetical protein
MMFJJJCJ_00560	CDS	411				hypothetical protein
MMFJJJCJ_00561	CDS	378				hypothetical protein
MMFJJJCJ_00562	CDS	810	tet(X)_1	1.14.13.231		Flavin-dependent monooxygenase
MMFJJJCJ_00563	CDS	606				putative HTH-type transcriptional regulator
MMFJJJCJ_00564	CDS	300				hypothetical protein
MMFJJJCJ_00565	CDS	492				hypothetical protein
MMFJJJCJ_00566	CDS	615				hypothetical protein
MMFJJJCJ_00567	CDS	180				hypothetical protein
MMFJJJCJ_00568	CDS	861				hypothetical protein
MMFJJJCJ_00569	CDS	852	pikAII_1	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA2, modules 3 and 4
MMFJJJCJ_00570	CDS	1095	efpA_1			putative MFS-type transporter EfpA
MMFJJJCJ_00571	CDS	1161				hypothetical protein
MMFJJJCJ_00572	CDS	372				hypothetical protein
MMFJJJCJ_00573	CDS	1032				hypothetical protein
MMFJJJCJ_00574	CDS	804				hypothetical protein
MMFJJJCJ_00575	CDS	186				hypothetical protein
MMFJJJCJ_00576	CDS	405				hypothetical protein
MMFJJJCJ_00577	CDS	747				hypothetical protein
MMFJJJCJ_00578	CDS	1641	ribZ_1			Riboflavin transporter RibZ
MMFJJJCJ_00579	CDS	1179				hypothetical protein
MMFJJJCJ_00580	CDS	792	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
MMFJJJCJ_00581	CDS	1068	PURA	6.3.4.4		Adenylosuccinate synthetase, organellar chromatophore
MMFJJJCJ_00582	CDS	999				hypothetical protein
MMFJJJCJ_00583	CDS	1011	iolG_2	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
MMFJJJCJ_00584	CDS	1566				hypothetical protein
MMFJJJCJ_00585	CDS	690				hypothetical protein
MMFJJJCJ_00586	CDS	924	aptB_1	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
MMFJJJCJ_00587	CDS	795	aptA_1	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
MMFJJJCJ_00588	CDS	1173				hypothetical protein
MMFJJJCJ_00589	CDS	1755				hypothetical protein
MMFJJJCJ_00590	CDS	882				hypothetical protein
MMFJJJCJ_00591	CDS	2661	pigC_1	6.4.-.-		Prodigiosin synthesizing transferase PigC
MMFJJJCJ_00592	CDS	1056				hypothetical protein
MMFJJJCJ_00593	CDS	1098	catB	5.5.1.1	COG4948	Muconate cycloisomerase 1
MMFJJJCJ_00594	CDS	2766				hypothetical protein
MMFJJJCJ_00595	CDS	1701	ilvB1_1	2.2.1.6	COG0028	Acetolactate synthase large subunit IlvB1
MMFJJJCJ_00596	CDS	1680		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD32
MMFJJJCJ_00597	CDS	1287		1.14.15.14	COG2124	Methyl-branched lipid omega-hydroxylase
MMFJJJCJ_00598	CDS	264	acpP			Acyl carrier protein
MMFJJJCJ_00599	CDS	1110				hypothetical protein
MMFJJJCJ_00600	CDS	1224	mbtN	1.3.99.-		Acyl-[acyl-carrier-protein] dehydrogenase MbtN
MMFJJJCJ_00601	CDS	843				hypothetical protein
MMFJJJCJ_00602	CDS	1380				hypothetical protein
MMFJJJCJ_00603	CDS	981	iolC_2	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
MMFJJJCJ_00604	CDS	477	yhjB			Putative HTH-type transcriptional regulator YhjB
MMFJJJCJ_00605	CDS	1359	pafA_1	6.3.1.19		Pup--protein ligase
MMFJJJCJ_00606	CDS	2178	menF_1	5.4.4.2		Isochorismate synthase MenF
MMFJJJCJ_00607	CDS	777				hypothetical protein
MMFJJJCJ_00608	CDS	1662	sdgA	2.3.1.-		Salicylyl-CoA synthase / salicylate adenylyltransferase
MMFJJJCJ_00609	CDS	1032	fabH_1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
MMFJJJCJ_00610	CDS	921	cmlI	1.14.99.-		Non-heme di-iron N-oxygenase
MMFJJJCJ_00611	CDS	663				hypothetical protein
MMFJJJCJ_00612	CDS	1569	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MMFJJJCJ_00613	CDS	1206	hemA_1	2.3.1.37	COG0156	5-aminolevulinate synthase
MMFJJJCJ_00614	CDS	447			COG1846	putative HTH-type transcriptional regulator
MMFJJJCJ_00615	CDS	1485	efpA_2			putative MFS-type transporter EfpA
MMFJJJCJ_00616	CDS	1140	pat_1	2.6.1.-	COG0079	Putative phenylalanine aminotransferase
MMFJJJCJ_00617	CDS	1566	novL	6.3.1.15		8-demethylnovobiocic acid synthase
MMFJJJCJ_00618	CDS	702	trpC_1	4.1.1.48		Indole-3-glycerol phosphate synthase
MMFJJJCJ_00619	CDS	939	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
MMFJJJCJ_00620	CDS	285	paaB		COG3460	1,2-phenylacetyl-CoA epoxidase, subunit B
MMFJJJCJ_00621	CDS	891	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
MMFJJJCJ_00622	CDS	495	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
MMFJJJCJ_00623	CDS	1059	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
MMFJJJCJ_00624	CDS	768	trpA_1	4.2.1.20	COG0159	Tryptophan synthase alpha chain
MMFJJJCJ_00625	CDS	1263		1.14.15.22		Vitamin D3 dihydroxylase
MMFJJJCJ_00626	CDS	819	rebM_1	2.1.1.164		Demethylrebeccamycin-D-glucose O-methyltransferase
MMFJJJCJ_00627	CDS	1416	dhbF_1		COG1020	Dimodular nonribosomal peptide synthase
MMFJJJCJ_00628	CDS	8979	dltA_1	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
MMFJJJCJ_00629	CDS	1203	mycG_1	1.14.-.-		Mycinamicin IV hydroxylase/epoxidase
MMFJJJCJ_00630	CDS	5337	pikAI_1	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA1, modules 1 and 2
MMFJJJCJ_00631	tRNA	91				tRNA-Pro(cgg)
MMFJJJCJ_00632	CDS	1086	pikAII_2	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA2, modules 3 and 4
MMFJJJCJ_00633	CDS	627				hypothetical protein
MMFJJJCJ_00634	CDS	1551				ISKra4 family transposase ISSri1
MMFJJJCJ_00635	CDS	399				hypothetical protein
MMFJJJCJ_00636	CDS	342				hypothetical protein
MMFJJJCJ_00637	CDS	612				hypothetical protein
MMFJJJCJ_00638	CDS	342				hypothetical protein
MMFJJJCJ_00639	CDS	2001				hypothetical protein
MMFJJJCJ_00640	CDS	879		3.8.1.3	COG0596	Fluoroacetate dehalogenase
MMFJJJCJ_00641	CDS	1005				IS481 family transposase ISRae1
MMFJJJCJ_00642	CDS	558				hypothetical protein
MMFJJJCJ_00643	CDS	954				hypothetical protein
MMFJJJCJ_00644	CDS	444				hypothetical protein
MMFJJJCJ_00645	CDS	963				hypothetical protein
MMFJJJCJ_00646	CDS	549	algU_1		COG1595	RNA polymerase sigma-H factor
MMFJJJCJ_00647	CDS	207				hypothetical protein
MMFJJJCJ_00648	CDS	795				IS21 family transposase ISLxx3
MMFJJJCJ_00649	CDS	915				hypothetical protein
MMFJJJCJ_00650	CDS	825				hypothetical protein
MMFJJJCJ_00651	CDS	1746	xerC_3			Tyrosine recombinase XerC
MMFJJJCJ_00652	CDS	1020	xerC_4			Tyrosine recombinase XerC
MMFJJJCJ_00653	CDS	837				hypothetical protein
MMFJJJCJ_00654	CDS	750			COG3039	IS5 family transposase ISAmi1
MMFJJJCJ_00655	CDS	249				hypothetical protein
MMFJJJCJ_00656	CDS	636				hypothetical protein
MMFJJJCJ_00657	CDS	603				hypothetical protein
MMFJJJCJ_00658	CDS	1371				hypothetical protein
MMFJJJCJ_00659	CDS	750				IS200/IS605 family transposase ISPa81
MMFJJJCJ_00660	CDS	957	xerC_5			Tyrosine recombinase XerC
MMFJJJCJ_00661	CDS	504				hypothetical protein
MMFJJJCJ_00662	CDS	645				hypothetical protein
MMFJJJCJ_00663	CDS	486				hypothetical protein
MMFJJJCJ_00664	CDS	1380	srpC		COG2059	putative chromate transport protein
MMFJJJCJ_00665	CDS	432	chrB1			Protein ChrB
MMFJJJCJ_00666	CDS	504				hypothetical protein
MMFJJJCJ_00667	CDS	213				hypothetical protein
MMFJJJCJ_00668	CDS	990				hypothetical protein
MMFJJJCJ_00669	CDS	627				hypothetical protein
MMFJJJCJ_00670	CDS	129				hypothetical protein
MMFJJJCJ_00671	CDS	1575	pchF	1.17.9.1		4-cresol dehydrogenase [hydroxylating] flavoprotein subunit
MMFJJJCJ_00672	CDS	957				hypothetical protein
MMFJJJCJ_00673	CDS	609				hypothetical protein
MMFJJJCJ_00674	CDS	987				hypothetical protein
MMFJJJCJ_00675	CDS	561				hypothetical protein
MMFJJJCJ_00676	CDS	693				hypothetical protein
MMFJJJCJ_00677	CDS	381				hypothetical protein
MMFJJJCJ_00678	CDS	375				hypothetical protein
MMFJJJCJ_00679	CDS	741				hypothetical protein
MMFJJJCJ_00680	CDS	162				hypothetical protein
MMFJJJCJ_00681	CDS	810				hypothetical protein
MMFJJJCJ_00682	CDS	873				hypothetical protein
MMFJJJCJ_00683	CDS	405				hypothetical protein
MMFJJJCJ_00684	CDS	810				hypothetical protein
MMFJJJCJ_00685	CDS	435				hypothetical protein
MMFJJJCJ_00686	CDS	2169				hypothetical protein
MMFJJJCJ_00687	CDS	1452				hypothetical protein
MMFJJJCJ_00688	CDS	3135				hypothetical protein
MMFJJJCJ_00689	CDS	1236	putR			Proline-responsive transcriptional activator PutR
MMFJJJCJ_00690	CDS	2124	ptpA_1	3.4.14.12	COG1506	Prolyl tripeptidyl peptidase
MMFJJJCJ_00691	CDS	1149				hypothetical protein
MMFJJJCJ_00692	CDS	327				hypothetical protein
MMFJJJCJ_00693	CDS	1557	ggt_1	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
MMFJJJCJ_00694	CDS	747	dadA_2	1.4.5.1	COG0665	D-amino acid dehydrogenase
MMFJJJCJ_00695	CDS	495	dadA1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
MMFJJJCJ_00696	CDS	1143			COG3385	IS4 family transposase MICBce6
MMFJJJCJ_00697	CDS	186				hypothetical protein
MMFJJJCJ_00698	CDS	228				hypothetical protein
MMFJJJCJ_00699	CDS	936	gltC_1			HTH-type transcriptional regulator GltC
MMFJJJCJ_00700	CDS	915	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
MMFJJJCJ_00701	CDS	1503	qacA_1		COG0477	Antiseptic resistance protein
MMFJJJCJ_00702	CDS	1545	lfrA_1		COG0477	Multidrug efflux pump LfrA
MMFJJJCJ_00703	CDS	282				hypothetical protein
MMFJJJCJ_00704	CDS	1128				hypothetical protein
MMFJJJCJ_00705	CDS	1503	dnaK_1		COG0443	Chaperone protein DnaK
MMFJJJCJ_00706	CDS	459	grpE_1			Protein GrpE
MMFJJJCJ_00707	CDS	2757				hypothetical protein
MMFJJJCJ_00708	CDS	411				hypothetical protein
MMFJJJCJ_00709	CDS	261				hypothetical protein
MMFJJJCJ_00710	CDS	531				hypothetical protein
MMFJJJCJ_00711	CDS	1602	bpsA	2.5.1.128		N(4)-bis(aminopropyl)spermidine synthase
MMFJJJCJ_00712	CDS	243				hypothetical protein
MMFJJJCJ_00713	CDS	696				hypothetical protein
MMFJJJCJ_00714	CDS	891	rhaR_1			HTH-type transcriptional activator RhaR
MMFJJJCJ_00715	CDS	600	betI_3			HTH-type transcriptional regulator BetI
MMFJJJCJ_00716	CDS	1464	efpA_3			putative MFS-type transporter EfpA
MMFJJJCJ_00717	CDS	678				hypothetical protein
MMFJJJCJ_00718	CDS	264				hypothetical protein
MMFJJJCJ_00719	CDS	231				hypothetical protein
MMFJJJCJ_00720	CDS	525				hypothetical protein
MMFJJJCJ_00721	CDS	597				hypothetical protein
MMFJJJCJ_00722	CDS	1470	bmr3_1			Multidrug resistance protein 3
MMFJJJCJ_00723	CDS	516	tet(X)_2	1.14.13.231		Flavin-dependent monooxygenase
MMFJJJCJ_00724	CDS	192				hypothetical protein
MMFJJJCJ_00725	CDS	234				hypothetical protein
MMFJJJCJ_00726	CDS	864				hypothetical protein
MMFJJJCJ_00727	CDS	204				hypothetical protein
MMFJJJCJ_00728	CDS	204				hypothetical protein
MMFJJJCJ_00729	CDS	204				hypothetical protein
MMFJJJCJ_00730	CDS	204				hypothetical protein
MMFJJJCJ_00731	CDS	375				hypothetical protein
MMFJJJCJ_00732	CDS	369				hypothetical protein
MMFJJJCJ_00733	CDS	930				IS110 family transposase IS116
MMFJJJCJ_00734	CDS	453				hypothetical protein
MMFJJJCJ_00735	CDS	966	hdfR_1			HTH-type transcriptional regulator HdfR
MMFJJJCJ_00736	CDS	651				putative HTH-type transcriptional regulator
MMFJJJCJ_00737	CDS	357				hypothetical protein
MMFJJJCJ_00738	CDS	456				hypothetical protein
MMFJJJCJ_00739	CDS	450				hypothetical protein
MMFJJJCJ_00740	CDS	585				hypothetical protein
MMFJJJCJ_00741	CDS	600				hypothetical protein
MMFJJJCJ_00742	CDS	408				hypothetical protein
MMFJJJCJ_00743	CDS	951	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
MMFJJJCJ_00744	CDS	429				hypothetical protein
MMFJJJCJ_00745	CDS	426				hypothetical protein
MMFJJJCJ_00746	CDS	1842				hypothetical protein
MMFJJJCJ_00747	CDS	189				hypothetical protein
MMFJJJCJ_00748	CDS	291				hypothetical protein
MMFJJJCJ_00749	CDS	972				hypothetical protein
MMFJJJCJ_00750	CDS	267				hypothetical protein
MMFJJJCJ_00751	CDS	798				hypothetical protein
MMFJJJCJ_00752	CDS	1860	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MMFJJJCJ_00753	CDS	1170	camC	1.14.15.1		Camphor 5-monooxygenase
MMFJJJCJ_00754	CDS	882				hypothetical protein
MMFJJJCJ_00755	CDS	168				hypothetical protein
MMFJJJCJ_00756	CDS	609				hypothetical protein
MMFJJJCJ_00757	CDS	3066				hypothetical protein
MMFJJJCJ_00758	CDS	552				hypothetical protein
MMFJJJCJ_00759	CDS	543				hypothetical protein
MMFJJJCJ_00760	CDS	2265				hypothetical protein
MMFJJJCJ_00761	CDS	3177				hypothetical protein
MMFJJJCJ_00762	CDS	2217				hypothetical protein
MMFJJJCJ_00763	CDS	1041				hypothetical protein
MMFJJJCJ_00764	CDS	1050				hypothetical protein
